timestamp,tower_id,users,available_bandwidth_mbps,latency_ms,packet_loss_pct,power_usage_pct,temperature_c,tower_load,bandwidth_usage,traffic_density,latency_ratio,packet_loss_ratio,power_efficiency,thermal_stress,utilization_score,congested
2026-01-01 00:00:00,T5,719,58.86,23.74,3.14,91.93,60.74,719,41.14,12.215426435609922,23.74,3.14,0.6402697704775372,60.74,305.124,0
2026-01-01 00:05:00,T2,449,74.76,17.72,1.68,49.52,63.14,449,25.239999999999995,6.005885500267523,17.72,1.68,1.5096930533117932,63.14,196.10800000000006,0
2026-01-01 00:10:00,T6,86,94.26,14.5,2.77,85.73,56.31,86,5.739999999999995,0.912370040314025,14.5,2.77,1.099498425288697,56.31,49.116,0
2026-01-01 00:15:00,T4,122,83.93,12.5,0.53,41.46,60.39,122,16.069999999999993,1.4535922792803526,12.5,0.53,2.0243608297153886,60.39,63.48400000000001,0
2026-01-01 00:20:00,T3,1491,24.88,32.37,4.0,37.75,37.94,1491,75.12,59.927652733118975,32.37,4.0,0.6590728476821192,37.94,611.262,1
2026-01-01 00:25:00,T7,999,59.72,25.28,3.7,42.23,42.46,999,40.28,16.72806430006698,25.28,3.7,1.414160549372484,42.46,413.88800000000003,1
2026-01-01 00:30:00,T1,1367,22.31,31.73,3.71,65.38,33.39,1367,77.69,61.27297176154191,31.73,3.71,0.34123585194249006,33.39,560.566,1
2026-01-01 00:35:00,T9,1150,35.02,31.7,3.37,45.9,21.35,1150,64.97999999999999,32.83837806967447,31.7,3.37,0.7629629629629631,21.35,471.28399999999993,1
2026-01-01 00:40:00,T4,1320,40.3,30.7,2.33,31.59,37.15,1320,59.7,32.75434243176179,30.7,2.33,1.2757201646090535,37.15,542.036,1
2026-01-01 00:45:00,T10,537,63.64,23.54,3.22,80.13,23.21,537,36.36,8.43808925204274,23.54,3.22,0.7942094097092226,23.21,224.794,0
2026-01-01 00:50:00,T2,736,55.33,26.1,2.54,83.39,63.13,736,44.67,13.302006144948491,26.1,2.54,0.6635088140064755,63.13,312.754,0
2026-01-01 00:55:00,T1,1302,31.99,26.88,3.6,60.46,53.18,1302,68.01,40.70021881838075,26.88,3.6,0.529110155474694,53.18,537.532,1
2026-01-01 01:00:00,T4,375,80.2,21.87,2.91,46.63,62.36,375,19.799999999999997,4.675810473815461,21.87,2.91,1.7199227964829509,62.36,167.428,0
2026-01-01 01:05:00,T8,98,100.45,15.44,0.55,85.37,51.97,98,-0.45000000000000284,0.975609756097561,15.44,0.55,1.1766428487759166,51.97,52.792,0
2026-01-01 01:10:00,T3,1461,21.78,29.25,3.93,50.85,53.31,1461,78.22,67.07988980716253,29.25,3.93,0.4283185840707965,53.31,601.698,1
2026-01-01 01:15:00,T2,670,74.65,19.05,1.18,77.99,23.25,670,25.349999999999994,8.97521768251842,19.05,1.18,0.9571739966662394,23.25,276.69599999999997,0
2026-01-01 01:20:00,T7,365,76.49,16.22,2.04,39.42,21.77,365,23.510000000000005,4.771865603346843,16.22,2.04,1.9403855910705223,21.77,154.006,0
2026-01-01 01:25:00,T3,1228,32.98,23.4,2.24,34.89,48.06,1228,67.02000000000001,37.234687689508796,23.4,2.24,0.9452565204929778,48.06,505.94000000000005,1
2026-01-01 01:30:00,T5,1443,23.44,29.47,1.72,72.32,28.54,1443,76.56,61.56143344709897,29.47,1.72,0.32411504424778764,28.54,589.1460000000001,1
2026-01-01 01:35:00,T4,163,98.26,13.81,0.38,36.01,54.68,163,1.7399999999999949,1.658864237736617,13.81,0.38,2.728686475978895,54.68,78.97399999999999,0
2026-01-01 01:40:00,T2,1312,33.15,32.9,2.7,78.12,55.81,1312,66.85,39.57767722473605,32.9,2.7,0.4243471582181259,55.81,543.0820000000001,1
2026-01-01 01:45:00,T6,109,90.6,17.67,0.33,82.56,34.04,109,9.400000000000006,1.2030905077262695,17.67,0.33,1.0973837209302324,34.04,54.008,0
2026-01-01 01:50:00,T2,1366,36.83,28.7,4.01,30.87,23.95,1366,63.17,37.0893293510725,28.7,4.01,1.193067703271785,23.95,557.732,1
2026-01-01 01:55:00,T10,387,72.12,17.57,2.75,45.62,28.2,387,27.879999999999995,5.366056572379367,17.57,2.75,1.5808855765015346,28.2,164.50400000000002,0
2026-01-01 02:00:00,T7,827,60.69,18.53,1.96,21.77,49.96,827,39.31,13.62662712143681,18.53,1.96,2.787781350482315,49.96,344.89000000000004,0
2026-01-01 02:05:00,T7,1286,41.82,27.28,3.88,85.24,35.33,1286,58.18,30.750836920133906,27.28,3.88,0.49061473486626,35.33,527.698,1
2026-01-01 02:10:00,T5,206,91.11,20.13,2.24,47.9,54.07,206,8.89,2.261003182965646,20.13,2.24,1.902087682672234,54.07,97.68799999999999,0
2026-01-01 02:15:00,T9,1298,37.93,25.57,2.32,79.32,62.84,1298,62.07,34.22093329818086,25.57,2.32,0.47818961169944535,62.84,537.3460000000001,1
2026-01-01 02:20:00,T8,352,78.39,17.43,2.51,71.24,21.42,352,21.61,4.490368669473147,17.43,2.51,1.1003649635036497,21.42,149.072,0
2026-01-01 02:25:00,T4,1003,40.27,26.47,1.56,92.84,21.43,1003,59.73,24.90687856965483,26.47,1.56,0.43375700129254635,21.43,411.09200000000004,1
2026-01-01 02:30:00,T5,1253,39.99,32.97,2.76,86.96,24.07,1253,60.01,31.332833208302073,32.97,2.76,0.4598666053357866,24.07,513.1600000000001,1
2026-01-01 02:35:00,T5,1259,32.67,25.72,1.65,24.28,52.96,1259,67.33,38.53688399142944,25.72,1.65,1.3455518945634266,52.96,519.666,1
2026-01-01 02:40:00,T9,171,88.17,12.82,0.45,92.54,44.18,171,11.829999999999998,1.9394351820347056,12.82,0.45,0.952777177436784,44.18,79.89,0
2026-01-01 02:45:00,T10,959,45.51,28.36,1.89,67.67,43.68,959,54.49,21.07229180399912,28.36,1.89,0.6725284468745382,43.68,398.386,1
2026-01-01 02:50:00,T4,1446,26.48,29.26,3.82,54.57,32.99,1446,73.52,54.607250755287005,29.26,3.82,0.4852483049294484,32.99,591.6139999999999,1
2026-01-01 02:55:00,T4,828,56.28,26.3,2.87,29.04,32.71,828,43.72,14.712153518123667,26.3,2.87,1.93801652892562,32.71,343.576,0
2026-01-01 03:00:00,T1,1097,38.47,28.32,2.05,84.4,27.96,1097,61.53,28.515726540161165,28.32,2.05,0.45580568720379144,27.96,450.466,1
2026-01-01 03:05:00,T5,350,86.85,18.44,0.92,71.23,62.74,350,13.150000000000006,4.02993667242372,18.44,0.92,1.2192896251579388,62.74,156.42,0
2026-01-01 03:10:00,T2,971,47.9,26.63,1.84,54.92,26.6,971,52.1,20.271398747390396,26.63,1.84,0.8721777130371449,26.6,399.41400000000004,1
2026-01-01 03:15:00,T10,1229,32.75,28.32,3.17,26.51,54.49,1229,67.25,37.52671755725191,28.32,3.17,1.2353828743870237,54.49,508.79600000000005,1
2026-01-01 03:20:00,T1,862,50.78,26.57,1.27,38.28,55.19,862,49.22,16.975187081528162,26.57,1.27,1.3265412748171368,55.19,361.40600000000006,0
2026-01-01 03:25:00,T6,558,78.3,20.92,1.77,72.31,26.55,558,21.700000000000003,7.126436781609196,20.92,1.77,1.082837781772922,26.55,233.04800000000003,0
2026-01-01 03:30:00,T5,1146,48.74,24.97,2.56,40.05,31.84,1146,51.26,23.51251538777185,24.97,2.56,1.2169787765293385,31.84,470.274,1
2026-01-01 03:35:00,T8,1262,46.86,32.36,3.57,25.1,64.68,1262,53.14,26.93128467776355,32.36,3.57,1.8669322709163345,64.68,524.922,1
2026-01-01 03:40:00,T8,1299,36.36,31.57,3.6,79.42,50.5,1299,63.64,35.726072607260726,31.57,3.6,0.4578191891211282,50.5,536.734,1
2026-01-01 03:45:00,T7,313,87.8,14.84,2.88,77.49,64.69,313,12.200000000000003,3.5649202733485197,14.84,2.88,1.1330494257323527,64.69,141.682,0
2026-01-01 03:50:00,T5,1111,38.16,30.2,2.18,88.09,29.2,1111,61.84,29.114255765199164,30.2,2.18,0.433193325008514,29.2,456.716,1
2026-01-01 03:55:00,T3,517,64.67,21.59,3.19,72.49,51.45,517,35.33,7.994433276635225,21.59,3.19,0.8921230514553733,51.45,222.04600000000002,0
2026-01-01 04:00:00,T1,51,106.51,17.33,1.75,86.57,34.92,51,-6.510000000000005,0.4788282790348324,17.33,1.75,1.2303338338916485,34.92,31.200000000000006,0
2026-01-01 04:05:00,T9,926,59.4,25.07,3.42,58.97,30.93,926,40.6,15.58922558922559,25.07,3.42,1.0072918433101576,30.93,382.28400000000005,1
2026-01-01 04:10:00,T2,979,42.03,30.04,2.56,30.85,53.44,979,57.97,23.29288603378539,30.04,2.56,1.3623987034035656,53.44,408.808,1
2026-01-01 04:15:00,T6,1278,30.91,24.48,3.34,43.87,41.19,1278,69.09,41.34584276933031,24.48,3.34,0.7045817187143835,41.19,525.002,1
